dataset_iri,dataset_id,title,provider,description,spatial,modified,page,periodicity,start,end,keywords_all
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_domacnosti_clenu_typ,sldb2021_domacnosti_clenu_typ,Sčítání 2021 - Hospodařící domácnosti podle velikosti a typu domácnosti,Český statistický úřad,Hospodařící domácnosti podle velikosti a typu domácnosti,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, domácnosti, počet členů"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_byty_plocha,sldb2021_byty_plocha,Sčítání 2021 - Obydlené byty podle celkové plochy bytu,Český statistický úřad,Obydlené byty podle celkové plochy bytu,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, byty, plocha bytu"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_byty_energie,sldb2021_byty_energie,Sčítání 2021 - Obydlené byty podle hlavního zdroje energie používaného k vytápění,Český statistický úřad,Obydlené byty podle hlavního zdroje energie používaného k vytápění,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, byty, energie, vytápění"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_obybyty_material_druhdomu,sldb2021_obybyty_material_druhdomu,Sčítání 2021 - Obydlené byty podle materiálu nosných zdí a druhu domu,Český statistický úřad,Obydlené byty podle materiálu nosných zdí a druhu domu,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, byty, materiál zdí, druh domu"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_obybyty_obdobi_druhdomu,sldb2021_obybyty_obdobi_druhdomu,Sčítání 2021 - Obydlené byty podle období výstavby nebo rekonstrukce domu a druhu domu,Český statistický úřad,Obydlené byty podle období výstavby nebo rekonstrukce domu a druhu domu,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, byty, období výstavby, druh domu"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_obybyty_poloha_druhdomu,sldb2021_obybyty_poloha_druhdomu,Sčítání 2021 - Obydlené byty podle polohy bytu v domě a druhu domu,Český statistický úřad,Obydlené byty podle polohy bytu v domě a druhu domu,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, byty, poloha bytu, druh domu"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_byty_mistnosti,sldb2021_byty_mistnosti,Sčítání 2021 - Obydlené byty podle počtu obytných místností,Český statistický úřad,Obydlené byty podle počtu obytných místností,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, byty, počet místností"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_byty_mistnosti_kuchyne,sldb2021_byty_mistnosti_kuchyne,Sčítání 2021 - Obydlené byty podle počtu obytných místností včetně kuchyně,Český statistický úřad,Obydlené byty podle počtu obytných místností včetně kuchyně,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, byty, místnosti, kuchyně"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_byty_osoby,sldb2021_byty_osoby,Sčítání 2021 - Obydlené byty podle počtu osob v bytě,Český statistický úřad,Obydlené byty podle počtu osob v bytě,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, byty, počet osob"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_byty_uzivani,sldb2021_byty_uzivani,Sčítání 2021 - Obydlené byty podle právního důvodu užívání bytu,Český statistický úřad,Obydlené byty podle právního důvodu užívání bytu,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, byty, právní důvod užívání"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_byty_vytapeni,sldb2021_byty_vytapeni,Sčítání 2021 - Obydlené byty podle převažujícího způsobu vytápění,Český statistický úřad,Obydlené byty podle převažujícího způsobu vytápění,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, byty, vytápění"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_byty_plyn,sldb2021_byty_plyn,Sčítání 2021 - Obydlené byty podle připojení na plyn,Český statistický úřad,Obydlené byty podle připojení na plyn,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, byty, připojení na plyn"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_byty_vodovod,sldb2021_byty_vodovod,Sčítání 2021 - Obydlené byty podle připojení na vodovod,Český statistický úřad,Obydlené byty podle připojení na vodovod,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, byty, připojení na vodovod"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_obybyty_vlastnik_druhdomu,sldb2021_obybyty_vlastnik_druhdomu,Sčítání 2021 - Obydlené byty podle vlastníka a druhu domu,Český statistický úřad,Obydlené byty podle vlastníka a druhu domu,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, byty, vlastnictví, druh domu"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_obybyty_vytah_druhdomu,sldb2021_obybyty_vytah_druhdomu,Sčítání 2021 - Obydlené byty podle vybavení domu výtahem a druhu domu,Český statistický úřad,Obydlené byty podle vybavení domu výtahem a druhu domu,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, byty, výtah, druh domu"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_byty_kuchyne,sldb2021_byty_kuchyne,Sčítání 2021 - Obydlené byty podle vybavení kuchyní,Český statistický úřad,Obydlené byty podle vybavení kuchyní,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, byty, kuchyně"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_obybyty_odpad_druhdomu,sldb2021_obybyty_odpad_druhdomu,Sčítání 2021 - Obydlené byty podle způsobu odvádění odpadních vod a druhu domu,Český statistický úřad,Obydlené byty podle způsobu odvádění odpadních vod a druhu domu,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, byty, odpad, druh domu"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_obydomy_druh_zdi,sldb2021_obydomy_druh_zdi,Sčítání 2021 - Obydlené domy podle materiálu nosných zdí a druhu domu,Český statistický úřad,Obydlené domy podle materiálu nosných zdí a druhu domu,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, domy, nosné zdi"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_obydomy_druh_odpad,sldb2021_obydomy_druh_odpad,Sčítání 2021 - Obydlené domy podle napojení na kanalizaci a druhu domu,Český statistický úřad,Obydlené domy podle napojení na kanalizaci a druhu domu,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, domy, odpad"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_obydomy_druh_plyn,sldb2021_obydomy_druh_plyn,Sčítání 2021 - Obydlené domy podle napojení na plyn a druhu domu,Český statistický úřad,Obydlené domy podle napojení na plyn a druhu domu,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, domy, plyn"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_obydomy_druh_vodovod,sldb2021_obydomy_druh_vodovod,Sčítání 2021 - Obydlené domy podle napojení na vodovod a druhu domu,Český statistický úřad,Obydlené domy podle napojení na vodovod a druhu domu,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, domy, vodovod"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_obydomy_druh_obdobi,sldb2021_obydomy_druh_obdobi,Sčítání 2021 - Obydlené domy podle období výstavby a druhu domu,Český statistický úřad,Obydlené domy podle období výstavby a druhu domu,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, domy, období výstavby"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_obydomy_druh_byty,sldb2021_obydomy_druh_byty,Sčítání 2021 - Obydlené domy podle počtu bytů v domě a druhu domu,Český statistický úřad,Obydlené domy podle počtu bytů v domě a druhu domu,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, domy, byty"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_obydomy_podlazi_druh,sldb2021_obydomy_podlazi_druh,Sčítání 2021 - Obydlené domy podle počtu nadzemních podlaží a druhu domu,Český statistický úřad,Obydlené domy podle počtu nadzemních podlaží a druhu domu,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, domy, podlaží, druh domu"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_obydomy_druh_vlastnik,sldb2021_obydomy_druh_vlastnik,Sčítání 2021 - Obydlené domy podle vlastnictví a druhu domu,Český statistický úřad,Obydlené domy podle vlastnictví a druhu domu,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, domy, vlastník"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_obydomy_druh_vytah,sldb2021_obydomy_druh_vytah,Sčítání 2021 - Obydlené domy podle vybavení výtahem a druhu domu,Český statistický úřad,Obydlené domy podle vybavení výtahem a druhu domu,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, domy, výtah"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_obydomy_druh_vytapeni,sldb2021_obydomy_druh_vytapeni,Sčítání 2021 - Obydlené domy způsobu vytápění a druhu domu,Český statistický úřad,Obydlené domy způsobu vytápění a druhu domu,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, domy, vytápění"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_bydlnaroz_pohlavi,sldb2021_bydlnaroz_pohlavi,Sčítání 2021 - Obyvatelstvo podle bydliště matky v době narození a pohlaví,Český statistický úřad,Obyvatelstvo podle bydliště matky v době narození a pohlaví,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, obyvatelstvo, bydliště, narození, pohlaví"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_bydl1rok_pohlavi,sldb2021_bydl1rok_pohlavi,Sčítání 2021 - Obyvatelstvo podle bydliště rok před sčítáním a pohlaví,Český statistický úřad,Obyvatelstvo podle bydliště rok před sčítáním a pohlaví,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, obyvatelstvo, bydliště, pohlaví"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_vek10_pohlavi,sldb2021_vek10_pohlavi,Sčítání 2021 - Obyvatelstvo podle desetiletých věkových skupin a pohlaví,Český statistický úřad,Obyvatelstvo podle desetiletých věkových skupin a pohlaví,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, obyvatelstvo, věk, pohlaví"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_druhregpobyt_pohlavi,sldb2021_druhregpobyt_pohlavi,Sčítání 2021 - Obyvatelstvo podle druhu registrovaného pobytu a pohlaví,Český statistický úřad,Obyvatelstvo podle druhu registrovaného pobytu,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, obyvatelstvo, druh pobytu, pohlaví"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_aktivita_pohlavi,sldb2021_aktivita_pohlavi,Sčítání 2021 - Obyvatelstvo podle ekonomické aktivity a pohlaví,Český statistický úřad,Obyvatelstvo podle ekonomické aktivity a pohlaví,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, ekonomická aktivita"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_aktivita_vek10_pohlavi,sldb2021_aktivita_vek10_pohlavi,"Sčítání 2021 - Obyvatelstvo podle ekonomické aktivity, desetiletých věkových skupin a pohlaví",Český statistický úřad,"Obyvatelstvo podle ekonomické aktivity, desetiletých věkových skupin a pohlaví",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, obyvatelstvo, aktivita, věk, pohlaví"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_aktivita_vek1_pohlavi,sldb2021_aktivita_vek1_pohlavi,"Sčítání 2021 - Obyvatelstvo podle ekonomické aktivity, jednoletých věkových skupin a pohlaví",Český statistický úřad,"Obyvatelstvo podle ekonomické aktivity, jednoletých věkových skupin a pohlaví",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, obyvatelstvo, aktivita, věk, pohlaví"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_aktivita_vek5_pohlavi,sldb2021_aktivita_vek5_pohlavi,"Sčítání 2021 - Obyvatelstvo podle ekonomické aktivity, pětiletých věkových skupin a pohlaví",Český statistický úřad,"Obyvatelstvo podle ekonomické aktivity, pětiletých věkových skupin a pohlaví",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, obyvatelstvo, aktivita, věk, pohlaví"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_aktivita_vek_pohlavi,sldb2021_aktivita_vek_pohlavi,"Sčítání 2021 - Obyvatelstvo podle ekonomické aktivity, základních věkových skupin a pohlaví",Český statistický úřad,"Obyvatelstvo podle ekonomické aktivity, základních věkových skupin a pohlaví",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, obyvatelstvo, aktivita, věk, pohlaví"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_vek1_pohlavi,sldb2021_vek1_pohlavi,Sčítání 2021 - Obyvatelstvo podle jednotek věku a pohlaví,Český statistický úřad,Obyvatelstvo podle jednotek věku a pohlaví,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, obyvatelstvo, věk, pohlaví"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_jazyk1,sldb2021_jazyk1,Sčítání 2021 - Obyvatelstvo podle mateřského jazyka (1 mateřský jazyk),Český statistický úřad,Obyvatelstvo podle mateřského jazyka (1 mateřský jazyk),https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, obyvatelstvo, mateřský jazyk"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_jazyk,sldb2021_jazyk,Sčítání 2021 - Obyvatelstvo podle mateřského jazyka (1 nebo 2 mateřské jazyky),Český statistický úřad,Obyvatelstvo podle mateřského jazyka  (1 nebo 2 mateřské jazyky),https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, obyvatelstvo, mateřský jazyk"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_jazyk1_pohlavi,sldb2021_jazyk1_pohlavi,Sčítání 2021 - Obyvatelstvo podle mateřského jazyka a pohlaví (1 mateřský jazyk),Český statistický úřad,Obyvatelstvo podle mateřského jazyka a pohlaví (1 mateřský jazyk),https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, obyvatelstvo, mateřský jazyk, pohlaví"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_jazyk_pohlavi,sldb2021_jazyk_pohlavi,Sčítání 2021 - Obyvatelstvo podle mateřského jazyka a pohlaví (1 nebo 2 mateřské jazyky),Český statistický úřad,Obyvatelstvo podle mateřského jazyka a pohlaví (1 nebo 2 mateřské jazyky),https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, obyvatelstvo, mateřský jazyk, pohlaví"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_jazyk1_vek_pohlavi,sldb2021_jazyk1_vek_pohlavi,"Sčítání 2021 - Obyvatelstvo podle mateřského jazyka, věku a pohlaví (1 mateřský jazyk)",Český statistický úřad,"Obyvatelstvo podle mateřského jazyka, věku a pohlaví (1 mateřský jazyk)",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, obyvatelstvo, mateřský jazyk, věk, pohlaví"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_jazyk_vek_pohlavi,sldb2021_jazyk_vek_pohlavi,"Sčítání 2021 - Obyvatelstvo podle mateřského jazyka, věku a pohlaví (1 nebo 2 mateřské jazyky)",Český statistický úřad,"Obyvatelstvo podle mateřského jazyka, věku a pohlaví (1 nebo 2 mateřské jazyky)",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, obyvatelstvo, mateřský jazyk, věk, pohlaví"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_mistoregpobyt_pohlavi,sldb2021_mistoregpobyt_pohlavi,Sčítání 2021 - Obyvatelstvo podle místa registrovaného pobytu a pohlaví,Český statistický úřad,Obyvatelstvo podle místa registrovaného pobytu a pohlaví,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, obyvatelstvo, místo pobytu, pohlaví"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_vira,sldb2021_vira,Sčítání 2021 - Obyvatelstvo podle náboženské víry,Český statistický úřad,Obyvatelstvo podle náboženské víry,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, obyvatelstvo, víra"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_vira_pohlavi,sldb2021_vira_pohlavi,Sčítání 2021 - Obyvatelstvo podle náboženské víry a pohlaví,Český statistický úřad,Obyvatelstvo podle náboženské víry a pohlaví,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, obyvatelstvo, víra, pohlaví"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_vira_vek_pohlavi,sldb2021_vira_vek_pohlavi,"Sčítání 2021 - Obyvatelstvo podle náboženské víry, věku a pohlaví",Český statistický úřad,"Obyvatelstvo podle náboženské víry, věku a pohlaví",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, obyvatelstvo, víra, věk, pohlaví"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_narodnost,sldb2021_narodnost,Sčítání 2021 - Obyvatelstvo podle národnosti,Český statistický úřad,Obyvatelstvo podle národnosti (osoby s jednou nebo více národnostmi),https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, obyvatelstvo, národnost"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_narodnost_vek_pohlavi,sldb2021_narodnost_vek_pohlavi,"Sčítání 2021 - Obyvatelstvo podle národnosti, věku a pohlaví",Český statistický úřad,"Obyvatelstvo podle národnosti, věku a pohlaví",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, obyvatelstvo, národnost, věk, pohlaví"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_pohlavi,sldb2021_pohlavi,Sčítání 2021 - Obyvatelstvo podle pohlaví,Český statistický úřad,Obyvatelstvo podle pohlaví,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, obyvatelstvo, pohlaví"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_vek5_pohlavi,sldb2021_vek5_pohlavi,Sčítání 2021 - Obyvatelstvo podle pětiletých věkových skupin a pohlaví,Český statistický úřad,Obyvatelstvo podle pětiletých věkových skupin a pohlaví,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, obyvatelstvo, věk, pohlaví"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_stav,sldb2021_stav,Sčítání 2021 - Obyvatelstvo podle rodinného stavu,Český statistický úřad,Obyvatelstvo podle rodinného stavu,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, obyvatelstvo, rodinný stav"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_stav_pohlavi,sldb2021_stav_pohlavi,Sčítání 2021 - Obyvatelstvo podle rodinného stavu a pohlaví,Český statistický úřad,Obyvatelstvo podle rodinného stavu a pohlaví,https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, obyvatelstvo, rodinný stav, pohlaví"
https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=sldb2021_stav_vek10_pohlavi,sldb2021_stav_vek10_pohlavi,"Sčítání 2021 - Obyvatelstvo podle rodinného stavu, desetiletých věkových skupin a pohlaví",Český statistický úřad,"Obyvatelstvo podle rodinného stavu, desetiletých věkových skupin a pohlaví",https://linked.cuzk.cz/resource/ruian/ST/1,19902.0,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,NEVER,18712.0,18712.0,"SLDB, sčítání, obyvatelstvo, rodinný stav, věk, pohlaví"
